Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Promo_Dependent,Satisfaction_Flag,Tenure_Band,Spend_Tier,Customer_Value_Score,Value_Tier,Promo_Value_Segment,Age_Group,Premium_Shipping_Flag,High_Value_Flag,Retention_Risk_Score,Loyalty_Score_A,Loyalty_Label_A,Loyalty_Score_B,Loyalty_Label_B,Customer_Segment
2993,41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,0,Store Pickup,0,0,25,Venmo,Weekly,52,0,Medium,Established,Medium,0.7059,Platinum,High_Value_Organic,35-44,0,1,1,0.7959,Loyal,0.4835,Developing,Champion
2994,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,0,Free Shipping,0,0,18,Cash,Fortnightly,26,0,High,Growing,Low,0.3374,Silver,Low_Value_Organic,25-34,0,0,0,0.5349,Loyal,0.3911,Developing,Growth Potential
2995,69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,0,Store Pickup,0,0,14,Bank Transfer,Quarterly,4,0,Medium,Growing,High,0.3297,Silver,Low_Value_Organic,65+,0,0,1,0.3297,Transactional,0.54,Loyal,Growth Potential
2996,29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,0,Standard,0,0,42,Debit Card,Fortnightly,26,0,Low,Veteran,High,0.7208,Platinum,High_Value_Organic,25-34,0,1,2,0.7308,Loyal,0.3875,Developing,Champion
2997,70,Female,Jewelry,Accessories,91,Utah,M,White,Spring,2.9,0,Express,0,0,6,Venmo,Quarterly,4,0,Low,New,High,0.2418,Bronze,Low_Value_Organic,65+,1,0,2,0.2643,Transactional,0.4279,Developing,Growth Potential
2998,41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,0,Next Day Air,0,0,14,Venmo,Quarterly,4,0,Low,Growing,Low,0.1797,Bronze,Low_Value_Organic,35-44,1,0,2,0.3297,Transactional,0.2405,Transactional,Growth Potential
2999,31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,0,Express,0,0,30,Debit Card,Quarterly,4,0,High,Established,Medium,0.3428,Silver,Low_Value_Organic,25-34,1,0,0,0.4603,Developing,0.5611,Loyal,Low Engagement
3000,31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,0,Standard,0,0,10,Cash,Monthly,12,0,Medium,Growing,Medium,0.2297,Bronze,Low_Value_Organic,25-34,0,0,1,0.3597,Developing,0.4195,Developing,Growth Potential
3001,57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,0,Express,0,0,7,PayPal,Weekly,52,0,Medium,New,Medium,0.574,Gold,High_Value_Organic,55-64,1,1,1,0.649,Loyal,0.4743,Developing,Champion
3002,29,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.7,0,Express,0,0,28,Credit Card,Quarterly,4,0,High,Established,Low,0.2664,Silver,Low_Value_Organic,25-34,1,0,0,0.4439,Developing,0.4861,Developing,Low Engagement
3003,70,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.6,0,Next Day Air,0,0,19,Bank Transfer,Quarterly,4,0,Medium,Growing,Low,0.193,Bronze,Low_Value_Organic,65+,1,0,1,0.3705,Developing,0.3321,Transactional,Growth Potential
3004,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,0,Express,0,0,13,Credit Card,Quarterly,4,0,Low,Growing,Medium,0.204,Bronze,Low_Value_Organic,45-54,1,0,2,0.3215,Transactional,0.2951,Transactional,Growth Potential
3005,45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,0,Store Pickup,0,0,23,Venmo,Fortnightly,26,0,Medium,Growing,High,0.5232,Gold,High_Value_Organic,45-54,0,1,1,0.5757,Loyal,0.5024,Developing,Champion
3006,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,0,Express,0,0,5,Venmo,Weekly,52,0,Medium,New,Medium,0.5452,Gold,High_Value_Organic,18-24,1,1,1,0.6327,Loyal,0.4306,Developing,Champion
3007,37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,0,Store Pickup,0,0,17,Venmo,Fortnightly,26,0,Medium,Growing,High,0.5242,Gold,High_Value_Organic,35-44,0,1,1,0.5267,Loyal,0.5649,Loyal,Champion
3008,23,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,0,Next Day Air,0,0,31,Venmo,Weekly,52,0,Medium,Established,Medium,0.7449,Platinum,High_Value_Organic,18-24,1,1,1,0.8449,Loyal,0.345,Transactional,Champion
3009,39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,0,Free Shipping,0,0,19,PayPal,Weekly,52,0,High,Growing,High,0.7119,Platinum,High_Value_Organic,35-44,0,1,0,0.7469,Loyal,0.6922,Loyal,Champion
3010,62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,0,Free Shipping,0,0,8,Venmo,Fortnightly,26,0,High,New,High,0.3857,Silver,Low_Value_Organic,55-64,0,0,0,0.4532,Developing,0.6096,Loyal,Growth Potential
3011,70,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.3,0,Free Shipping,0,0,15,Credit Card,Annually,1,0,Medium,Growing,Medium,0.1768,Bronze,Low_Value_Organic,65+,0,0,1,0.3143,Transactional,0.3401,Transactional,Low Engagement
3012,20,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3.0,0,Next Day Air,0,0,18,Credit Card,Quarterly,4,0,Medium,Growing,Medium,0.2873,Silver,Low_Value_Organic,18-24,1,0,1,0.3623,Developing,0.3763,Transactional,Growth Potential
3013,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,0,Standard,0,0,16,PayPal,Annually,1,0,Medium,Growing,Medium,0.2349,Bronze,Low_Value_Organic,35-44,0,0,1,0.3224,Transactional,0.4306,Developing,Low Engagement
3014,41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,0,Store Pickup,0,0,13,Cash,Monthly,12,0,High,Growing,Medium,0.2717,Silver,Low_Value_Organic,35-44,0,0,0,0.3842,Developing,0.4974,Developing,Growth Potential
3015,24,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,0,Express,0,0,38,PayPal,Quarterly,4,0,High,Established,Medium,0.4381,Silver,Low_Value_Organic,18-24,1,0,0,0.5256,Loyal,0.5706,Loyal,Loyal Customer
3016,37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,0,Express,0,0,27,Bank Transfer,Fortnightly,26,0,Low,Established,Low,0.4108,Silver,Low_Value_Organic,35-44,1,0,2,0.6083,Loyal,0.1951,Transactional,Loyal Customer
3017,30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,0,Store Pickup,0,0,31,Bank Transfer,Quarterly,4,0,High,Established,Low,0.2834,Silver,Low_Value_Organic,25-34,0,0,0,0.4684,Developing,0.5048,Developing,Low Engagement
3018,58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,0,Next Day Air,0,0,24,Cash,Fortnightly,26,0,Medium,Growing,Medium,0.5113,Gold,High_Value_Organic,55-64,1,1,1,0.5838,Loyal,0.4214,Developing,Champion
3019,43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,0,Free Shipping,0,0,21,Debit Card,Fortnightly,26,0,Medium,Growing,Low,0.4118,Silver,Low_Value_Organic,35-44,0,0,1,0.5593,Loyal,0.2856,Transactional,Growth Potential
3020,19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,0,2-Day Shipping,0,0,15,PayPal,Annually,1,0,Medium,Growing,Low,0.1743,Bronze,Low_Value_Organic,18-24,1,0,1,0.3143,Transactional,0.421,Developing,Low Engagement
3021,23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,0,Store Pickup,0,0,48,Venmo,Quarterly,4,0,Low,Veteran,High,0.5597,Gold,High_Value_Organic,18-24,0,1,2,0.6072,Loyal,0.3826,Transactional,Champion
3022,65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,0,2-Day Shipping,0,0,47,Cash,Quarterly,4,0,High,Veteran,High,0.5415,Gold,High_Value_Organic,65+,1,1,0,0.599,Loyal,0.6081,Loyal,Champion
3023,58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,0,Free Shipping,0,0,23,PayPal,Weekly,52,0,High,Growing,Low,0.5946,Gold,High_Value_Organic,55-64,0,1,0,0.7796,Loyal,0.3788,Transactional,Champion
3024,50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,0,Express,0,0,4,PayPal,Quarterly,4,0,Low,New,Low,0.0755,Bronze,Low_Value_Organic,45-54,1,0,2,0.248,Transactional,0.2404,Transactional,Growth Potential
3025,67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4.0,0,Free Shipping,0,0,47,Credit Card,Quarterly,4,0,High,Veteran,High,0.554,Gold,High_Value_Organic,65+,0,1,0,0.599,Loyal,0.5538,Loyal,Champion
3026,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,0,Store Pickup,0,0,7,PayPal,Monthly,12,0,Medium,New,Medium,0.2353,Bronze,Low_Value_Organic,35-44,0,0,1,0.3353,Transactional,0.401,Developing,Growth Potential
3027,55,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,0,Free Shipping,0,0,6,Credit Card,Annually,1,0,Low,New,Medium,0.1658,Bronze,Low_Value_Organic,55-64,0,0,2,0.2408,Transactional,0.3062,Transactional,Low Engagement
3028,52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,0,2-Day Shipping,0,0,47,Credit Card,Quarterly,4,0,Low,Veteran,Low,0.414,Silver,Low_Value_Organic,45-54,1,0,2,0.599,Loyal,0.2107,Transactional,Loyal Customer
3029,62,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3.0,0,Free Shipping,0,0,7,PayPal,Quarterly,4,0,Medium,New,High,0.2725,Silver,Low_Value_Organic,55-64,0,0,1,0.2725,Transactional,0.47,Developing,Growth Potential
3030,64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,0,Free Shipping,0,0,1,Debit Card,Quarterly,4,0,Medium,New,High,0.1785,Bronze,Low_Value_Organic,55-64,0,0,1,0.2235,Transactional,0.4278,Developing,Growth Potential
3031,43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,0,2-Day Shipping,0,0,23,Credit Card,Weekly,52,0,Low,Growing,Low,0.5896,Gold,High_Value_Organic,35-44,1,1,2,0.7796,Loyal,0.1765,Transactional,Champion
3032,61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,0,2-Day Shipping,0,0,30,Credit Card,Monthly,12,0,High,Established,High,0.458,Gold,High_Value_Organic,55-64,1,1,0,0.523,Developing,0.6548,Loyal,Low Engagement
3033,26,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,0,Next Day Air,0,0,24,Credit Card,Quarterly,4,0,Medium,Growing,Medium,0.3063,Silver,Low_Value_Organic,25-34,1,0,1,0.4113,Developing,0.4088,Developing,Growth Potential
3034,22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.6,0,Store Pickup,0,0,9,PayPal,Weekly,52,0,Low,New,Medium,0.5553,Gold,High_Value_Organic,18-24,0,1,2,0.6653,Loyal,0.2765,Transactional,Champion
3035,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,0,2-Day Shipping,0,0,25,Credit Card,Quarterly,4,0,Medium,Established,Low,0.2619,Silver,Low_Value_Organic,45-54,1,0,1,0.4194,Developing,0.3431,Transactional,Low Engagement
3036,69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,0,Free Shipping,0,0,18,Cash,Fortnightly,26,0,High,Growing,Medium,0.4449,Silver,Low_Value_Organic,65+,0,0,0,0.5349,Loyal,0.5675,Loyal,Growth Potential
3037,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,0,Next Day Air,0,0,7,Venmo,Fortnightly,26,0,High,New,Medium,0.3401,Silver,Low_Value_Organic,45-54,1,0,0,0.4451,Developing,0.5208,Loyal,Growth Potential
3038,51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,0,Next Day Air,0,0,2,Cash,Annually,1,0,High,New,Low,0.0682,Bronze,Low_Value_Organic,45-54,1,0,0,0.2082,Transactional,0.547,Loyal,Low Engagement
3039,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,0,Free Shipping,0,0,36,Debit Card,Annually,1,0,High,Established,Low,0.3332,Silver,Low_Value_Organic,55-64,0,0,0,0.4857,Developing,0.4474,Developing,Low Engagement
3040,59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,0,Next Day Air,0,0,31,PayPal,Fortnightly,26,0,Medium,Established,Medium,0.511,Gold,High_Value_Organic,55-64,1,1,1,0.641,Loyal,0.3355,Transactional,Champion
3041,18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,0,Express,0,0,10,Cash,Fortnightly,26,0,High,Growing,Low,0.2995,Silver,Low_Value_Organic,18-24,1,0,0,0.4695,Developing,0.4115,Developing,Growth Potential
3042,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,0,Express,0,0,27,PayPal,Monthly,12,0,High,Established,High,0.446,Silver,Low_Value_Organic,45-54,1,0,0,0.4985,Developing,0.5444,Loyal,Low Engagement
3043,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,0,Next Day Air,0,0,14,PayPal,Quarterly,4,0,Low,Growing,Low,0.1472,Bronze,Low_Value_Organic,45-54,1,0,2,0.3297,Transactional,0.2279,Transactional,Growth Potential
3044,45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,0,Store Pickup,0,0,17,Credit Card,Monthly,12,0,Low,Growing,High,0.4119,Silver,Low_Value_Organic,45-54,0,0,2,0.4169,Developing,0.4078,Developing,Growth Potential
3045,21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,0,Free Shipping,0,0,10,Bank Transfer,Quarterly,4,0,Low,Growing,Medium,0.2145,Bronze,Low_Value_Organic,18-24,0,0,2,0.297,Transactional,0.3249,Transactional,Growth Potential
3046,42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,0,2-Day Shipping,0,0,4,PayPal,Fortnightly,26,0,High,New,Low,0.2631,Silver,Low_Value_Organic,35-44,1,0,0,0.4206,Developing,0.4971,Developing,Growth Potential
3047,60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,0,Store Pickup,0,0,25,Cash,Quarterly,4,0,Medium,Established,Medium,0.2919,Silver,Low_Value_Organic,55-64,0,0,1,0.4194,Developing,0.3386,Transactional,Low Engagement
3048,21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,0,2-Day Shipping,0,0,3,PayPal,Fortnightly,26,0,High,New,High,0.3474,Silver,Low_Value_Organic,18-24,1,0,0,0.4124,Developing,0.5428,Loyal,Growth Potential
3049,69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,0,Standard,0,0,47,Venmo,Fortnightly,26,0,Medium,Veteran,High,0.7541,Platinum,High_Value_Organic,65+,0,1,1,0.7716,Loyal,0.5741,Loyal,Champion
3050,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,0,Next Day Air,0,0,41,Bank Transfer,Fortnightly,26,0,Medium,Veteran,Medium,0.6226,Gold,High_Value_Organic,35-44,1,1,1,0.7226,Loyal,0.345,Transactional,Champion
3051,31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,0,Standard,0,0,28,Venmo,Quarterly,4,0,Medium,Established,High,0.3839,Silver,Low_Value_Organic,25-34,0,0,1,0.4439,Developing,0.479,Developing,Low Engagement
3052,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,0,Express,0,0,49,Debit Card,Quarterly,4,0,High,Veteran,Medium,0.5254,Gold,High_Value_Organic,35-44,1,1,0,0.6154,Loyal,0.5815,Loyal,Champion
3053,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,0,Store Pickup,0,0,7,Bank Transfer,Fortnightly,26,0,High,New,Low,0.2901,Silver,Low_Value_Organic,45-54,0,0,0,0.4451,Developing,0.4862,Developing,Growth Potential
3054,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,0,Next Day Air,0,0,22,Bank Transfer,Monthly,12,0,Medium,Growing,High,0.4352,Silver,Low_Value_Organic,25-34,1,0,1,0.4577,Developing,0.4699,Developing,Growth Potential
3055,42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,0,2-Day Shipping,0,0,34,Venmo,Monthly,12,0,High,Established,Medium,0.4807,Gold,High_Value_Organic,35-44,1,1,0,0.5557,Loyal,0.6422,Loyal,Champion
3056,27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,0,Standard,0,0,5,Debit Card,Fortnightly,26,0,High,New,Low,0.2337,Bronze,Low_Value_Organic,25-34,0,0,0,0.4287,Developing,0.5062,Developing,Growth Potential
3057,69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,0,Standard,0,0,15,Cash,Fortnightly,26,0,Medium,Growing,Medium,0.4079,Silver,Low_Value_Organic,65+,0,0,1,0.5104,Developing,0.4539,Developing,Growth Potential
3058,67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4,0,Next Day Air,0,0,26,Bank Transfer,Weekly,52,0,Medium,Established,Low,0.6091,Gold,High_Value_Organic,65+,1,1,1,0.8041,Loyal,0.2822,Transactional,Champion
3059,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,0,Store Pickup,0,0,3,Bank Transfer,Fortnightly,26,0,Medium,New,High,0.3474,Silver,Low_Value_Organic,35-44,0,0,1,0.4124,Developing,0.5008,Developing,Growth Potential
3060,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,0,Express,0,0,42,Credit Card,Quarterly,4,0,Medium,Veteran,Medium,0.4857,Gold,High_Value_Organic,45-54,1,1,1,0.5582,Loyal,0.4074,Developing,Champion
3061,47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,0,Store Pickup,0,0,1,Venmo,Monthly,12,0,High,New,High,0.2363,Bronze,Low_Value_Organic,45-54,0,0,0,0.2863,Transactional,0.6455,Loyal,Growth Potential
3062,33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,0,Express,0,0,20,PayPal,Quarterly,4,0,High,Growing,Medium,0.2761,Silver,Low_Value_Organic,25-34,1,0,0,0.3786,Developing,0.5519,Loyal,Growth Potential
3063,51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,0,Standard,0,0,39,PayPal,Monthly,12,0,Medium,Established,High,0.5865,Gold,High_Value_Organic,45-54,0,1,1,0.5965,Loyal,0.4995,Developing,Champion
3064,26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,0,Store Pickup,0,0,24,Credit Card,Fortnightly,26,0,Medium,Growing,Low,0.4413,Silver,Low_Value_Organic,25-34,0,0,1,0.5838,Loyal,0.4179,Developing,Growth Potential
3065,22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,0,Express,0,0,49,Bank Transfer,Quarterly,4,0,Medium,Veteran,High,0.5554,Gold,High_Value_Organic,18-24,1,1,1,0.6154,Loyal,0.479,Developing,Champion
3066,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,0,Store Pickup,0,0,7,Venmo,Fortnightly,26,0,Low,New,Medium,0.3426,Silver,Low_Value_Organic,45-54,0,0,2,0.4451,Developing,0.3139,Transactional,Growth Potential
3067,58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,0,Free Shipping,0,0,13,Venmo,Quarterly,4,0,High,Growing,Medium,0.1915,Bronze,Low_Value_Organic,55-64,0,0,0,0.3215,Transactional,0.4895,Developing,Growth Potential
3068,70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,0,Free Shipping,0,0,2,Cash,Weekly,52,0,Medium,New,Low,0.4132,Silver,Low_Value_Organic,65+,0,0,1,0.6082,Loyal,0.2962,Transactional,Growth Potential
3069,32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,0,Express,0,0,4,Debit Card,Weekly,52,0,High,New,Low,0.4745,Gold,High_Value_Organic,25-34,1,1,0,0.6245,Loyal,0.4505,Developing,Champion
3070,62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,0,Express,0,0,17,Debit Card,Quarterly,4,0,High,Growing,High,0.2866,Silver,Low_Value_Organic,55-64,1,0,0,0.3541,Developing,0.6096,Loyal,Growth Potential
3071,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,0,Free Shipping,0,0,43,PayPal,Fortnightly,26,0,Low,Veteran,Low,0.5539,Gold,High_Value_Organic,45-54,0,1,2,0.7389,Loyal,0.1828,Transactional,Champion
3072,23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4,0,Next Day Air,0,0,6,PayPal,Monthly,12,0,Medium,New,Low,0.1796,Bronze,Low_Value_Organic,18-24,1,0,1,0.3271,Transactional,0.3416,Transactional,Growth Potential
3073,26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,0,Standard,0,0,46,PayPal,Quarterly,4,0,Medium,Veteran,High,0.5859,Gold,High_Value_Organic,25-34,0,1,1,0.5909,Loyal,0.4778,Developing,Champion
3074,58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,0,Free Shipping,0,0,7,Debit Card,Fortnightly,26,0,Medium,New,Medium,0.3526,Silver,Low_Value_Organic,55-64,0,0,1,0.4451,Developing,0.4384,Developing,Growth Potential
3075,26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,0,Next Day Air,0,0,34,Debit Card,Fortnightly,26,0,High,Established,Medium,0.553,Gold,High_Value_Organic,25-34,1,1,0,0.6655,Loyal,0.4974,Developing,Champion
3076,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,0,Standard,0,0,21,PayPal,Quarterly,4,0,Medium,Growing,High,0.3618,Silver,Low_Value_Organic,45-54,0,0,1,0.3868,Developing,0.5228,Loyal,Growth Potential
3077,66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,0,Express,0,0,13,Venmo,Fortnightly,26,0,Medium,Growing,Medium,0.359,Silver,Low_Value_Organic,65+,1,0,1,0.494,Developing,0.3853,Transactional,Growth Potential
3078,60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,0,Store Pickup,0,0,33,Debit Card,Fortnightly,26,0,Medium,Established,High,0.6273,Gold,High_Value_Organic,55-64,0,1,1,0.6573,Loyal,0.4325,Developing,Champion
3079,32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,0,2-Day Shipping,0,0,24,Bank Transfer,Fortnightly,26,0,Low,Growing,High,0.5713,Gold,High_Value_Organic,25-34,1,1,2,0.5838,Loyal,0.3844,Transactional,Champion
3080,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,0,Store Pickup,0,0,4,Bank Transfer,Annually,1,0,High,New,Low,0.052,Bronze,Low_Value_Organic,45-54,0,0,0,0.2245,Transactional,0.3944,Developing,Low Engagement
3081,69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,0,Next Day Air,0,0,5,Cash,Fortnightly,26,0,High,New,Low,0.2837,Silver,Low_Value_Organic,65+,1,0,0,0.4287,Developing,0.4428,Developing,Growth Potential
3082,64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,0,Next Day Air,0,0,11,Credit Card,Weekly,52,0,High,Growing,Low,0.5416,Gold,High_Value_Organic,55-64,1,1,0,0.6816,Loyal,0.561,Loyal,Champion
3083,56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,0,Next Day Air,0,0,20,Bank Transfer,Annually,1,0,High,Growing,High,0.3526,Silver,Low_Value_Organic,55-64,1,0,0,0.3551,Developing,0.6069,Loyal,Low Engagement
3084,22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,0,Store Pickup,0,0,28,PayPal,Quarterly,4,0,Medium,Established,Low,0.2439,Bronze,Low_Value_Organic,18-24,0,0,1,0.4439,Developing,0.29,Transactional,Low Engagement
3085,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,0,Store Pickup,0,0,43,PayPal,Monthly,12,0,Medium,Veteran,Low,0.4716,Gold,High_Value_Organic,45-54,0,1,1,0.6291,Loyal,0.3011,Transactional,Champion
3086,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,0,Store Pickup,0,0,10,Venmo,Quarterly,4,0,Low,Growing,Medium,0.172,Bronze,Low_Value_Organic,18-24,0,0,2,0.297,Transactional,0.2857,Transactional,Growth Potential
3087,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,0,Next Day Air,0,0,26,Venmo,Quarterly,4,0,Medium,Established,High,0.3601,Silver,Low_Value_Organic,45-54,1,0,1,0.4276,Developing,0.4556,Developing,Low Engagement
3088,62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,0,Free Shipping,0,0,29,Bank Transfer,Monthly,12,0,Medium,Established,High,0.4748,Gold,High_Value_Organic,55-64,0,1,1,0.5148,Developing,0.434,Developing,Low Engagement
3089,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,0,Store Pickup,0,0,35,Bank Transfer,Quarterly,4,0,Medium,Established,Medium,0.4111,Silver,Low_Value_Organic,25-34,0,0,1,0.5011,Developing,0.3995,Developing,Low Engagement
3090,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,0,Free Shipping,0,0,23,Cash,Fortnightly,26,0,High,Growing,Low,0.3782,Silver,Low_Value_Organic,45-54,0,0,0,0.5757,Loyal,0.4471,Developing,Growth Potential
3091,29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,0,Store Pickup,0,0,15,Bank Transfer,Quarterly,4,0,High,Growing,Low,0.1778,Bronze,Low_Value_Organic,25-34,0,0,0,0.3378,Transactional,0.536,Loyal,Growth Potential
3092,68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,0,2-Day Shipping,0,0,46,Credit Card,Annually,1,0,Medium,Veteran,High,0.5198,Gold,High_Value_Organic,65+,1,1,1,0.5673,Loyal,0.4666,Developing,Champion
3093,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,0,Next Day Air,0,0,14,Bank Transfer,Fortnightly,26,0,Medium,Growing,Medium,0.3872,Silver,Low_Value_Organic,45-54,1,0,1,0.5022,Developing,0.3963,Developing,Growth Potential
3094,29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,0,Store Pickup,0,0,17,Cash,Quarterly,4,0,High,Growing,Medium,0.2616,Silver,Low_Value_Organic,25-34,0,0,0,0.3541,Developing,0.6064,Loyal,Growth Potential
3095,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,0,Store Pickup,0,0,9,Cash,Weekly,52,0,Low,New,Medium,0.5628,Gold,High_Value_Organic,18-24,0,1,2,0.6653,Loyal,0.2999,Transactional,Champion
