Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Promo_Dependent,Satisfaction_Flag,Tenure_Band,Spend_Tier,Customer_Value_Score,Value_Tier,Promo_Value_Segment,Age_Group,Premium_Shipping_Flag,High_Value_Flag,Retention_Risk_Score,Loyalty_Score_A,Loyalty_Label_A,Loyalty_Score_B,Loyalty_Label_B
2781,33,Female,Boots,Footwear,70,Ohio,M,Charcoal,Winter,4.1,0,Next Day Air,0,0,29,PayPal,Fortnightly,26,0,High,Established,Medium,0.5496,Gold,High_Value_Organic,25-34,1,1,0,0.6246,Loyal,0.5302,Loyal
2782,65,Female,Sandals,Footwear,39,Mississippi,M,Blue,Spring,4.6,0,Standard,0,0,33,PayPal,Weekly,52,0,High,Established,Low,0.7087,Platinum,High_Value_Organic,65+,0,1,0,0.8612,Loyal,0.5034,Developing
2783,41,Female,Gloves,Accessories,34,Idaho,S,Cyan,Spring,3.8,0,Free Shipping,0,0,30,PayPal,Annually,1,0,Medium,Established,Low,0.2717,Silver,Low_Value_Organic,35-44,0,0,1,0.4367,Developing,0.3758,Transactional
2784,19,Female,Skirt,Clothing,38,Virginia,M,Silver,Spring,4.5,0,Next Day Air,0,0,26,Credit Card,Quarterly,4,0,High,Established,Low,0.2726,Silver,Low_Value_Organic,18-24,1,0,0,0.4276,Developing,0.4862,Developing
2785,33,Female,Skirt,Clothing,70,Idaho,M,Black,Winter,3.1,0,Express,0,0,12,PayPal,Quarterly,4,0,Medium,Growing,Medium,0.2383,Bronze,Low_Value_Organic,25-34,1,0,1,0.3133,Transactional,0.3903,Developing
2786,53,Female,Blouse,Clothing,80,Louisiana,S,Green,Summer,2.9,0,Next Day Air,0,0,13,Bank Transfer,Monthly,12,0,Low,Growing,High,0.3342,Silver,Low_Value_Organic,45-54,1,0,2,0.3842,Developing,0.3935,Developing
2787,54,Female,Handbag,Accessories,51,Colorado,M,Violet,Spring,3.8,0,Next Day Air,0,0,41,Debit Card,Quarterly,4,0,Medium,Veteran,Medium,0.4276,Silver,Low_Value_Organic,45-54,1,0,1,0.5501,Loyal,0.4289,Developing
2788,36,Female,Boots,Footwear,79,West Virginia,XL,Pink,Spring,4.1,0,Next Day Air,0,0,4,Venmo,Fortnightly,26,0,High,New,High,0.3681,Silver,Low_Value_Organic,35-44,1,0,0,0.4206,Developing,0.5584,Loyal
2789,56,Female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,0,Free Shipping,0,0,2,Credit Card,Annually,1,0,Medium,New,High,0.1882,Bronze,Low_Value_Organic,55-64,0,0,1,0.2082,Transactional,0.459,Developing
2790,28,Female,Sweater,Clothing,85,North Carolina,L,Orange,Fall,5.0,0,Express,0,0,28,Credit Card,Fortnightly,26,0,High,Established,High,0.579,Gold,High_Value_Organic,25-34,1,1,0,0.6165,Loyal,0.7031,Loyal
2791,34,Female,Socks,Clothing,63,Maine,M,Black,Spring,4.5,0,Free Shipping,0,0,24,Debit Card,Annually,1,0,High,Growing,Medium,0.2953,Silver,Low_Value_Organic,25-34,0,0,0,0.3878,Developing,0.5644,Loyal
2792,43,Female,Gloves,Accessories,60,Iowa,M,Yellow,Fall,2.8,0,Express,0,0,14,Venmo,Fortnightly,26,0,Low,Growing,Medium,0.4022,Silver,Low_Value_Organic,35-44,1,0,2,0.5022,Developing,0.317,Transactional
2793,54,Female,Shorts,Clothing,44,Kentucky,L,Violet,Winter,3.2,0,Express,0,0,11,Credit Card,Weekly,52,0,Medium,Growing,Low,0.5416,Gold,High_Value_Organic,45-54,1,1,1,0.6816,Loyal,0.323,Transactional
2794,37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,0,Standard,0,0,27,Debit Card,Fortnightly,26,0,Medium,Established,Medium,0.5008,Gold,High_Value_Organic,35-44,0,1,1,0.6083,Loyal,0.3496,Transactional
2795,33,Female,Jacket,Outerwear,24,New York,M,Gold,Fall,3.3,0,Standard,0,0,7,Cash,Fortnightly,26,0,Medium,New,Low,0.2551,Silver,Low_Value_Organic,25-34,0,0,1,0.4451,Developing,0.2745,Transactional
2796,33,Female,Scarf,Accessories,35,Nebraska,M,Magenta,Winter,3.4,0,Store Pickup,0,0,49,PayPal,Annually,1,0,Medium,Veteran,Low,0.4293,Silver,Low_Value_Organic,25-34,0,0,1,0.5918,Loyal,0.3229,Transactional
2797,55,Female,Jacket,Outerwear,73,Oklahoma,M,Red,Winter,3.8,0,Store Pickup,0,0,21,Cash,Annually,1,0,Medium,Growing,High,0.2958,Silver,Low_Value_Organic,55-64,0,0,1,0.3633,Developing,0.4976,Developing
2798,63,Female,Jewelry,Accessories,42,Oklahoma,M,Green,Winter,3.5,0,Express,0,0,10,Venmo,Quarterly,4,0,Medium,Growing,Low,0.152,Bronze,Low_Value_Organic,55-64,1,0,1,0.297,Transactional,0.3588,Transactional
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,0,Store Pickup,0,0,37,PayPal,Weekly,52,0,High,Established,Low,0.6939,Platinum,High_Value_Organic,45-54,0,1,0,0.8939,Loyal,0.472,Developing
2800,23,Female,T-shirt,Clothing,89,Maine,L,Pink,Spring,3.9,0,Free Shipping,0,0,9,Bank Transfer,Quarterly,4,0,Medium,New,High,0.2613,Silver,Low_Value_Organic,18-24,0,0,1,0.2888,Transactional,0.5616,Loyal
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,0,Free Shipping,0,0,14,Cash,Fortnightly,26,0,Medium,Growing,High,0.4422,Silver,Low_Value_Organic,65+,0,0,1,0.5022,Developing,0.451,Developing
2802,64,Female,Shirt,Clothing,56,New Mexico,M,Indigo,Winter,2.6,0,Express,0,0,30,PayPal,Annually,1,0,Low,Established,Medium,0.3267,Silver,Low_Value_Organic,55-64,1,0,2,0.4367,Developing,0.2765,Transactional
2803,22,Female,Coat,Outerwear,100,Hawaii,L,Red,Fall,3.1,0,Store Pickup,0,0,42,Credit Card,Fortnightly,26,0,Medium,Veteran,High,0.7308,Platinum,High_Value_Organic,18-24,0,1,1,0.7308,Loyal,0.484,Developing
2804,46,Female,T-shirt,Clothing,44,Idaho,M,Violet,Winter,3.3,0,Free Shipping,0,0,31,Bank Transfer,Monthly,12,0,Medium,Established,Low,0.3912,Silver,Low_Value_Organic,45-54,0,0,1,0.5312,Loyal,0.337,Transactional
2805,65,Female,Hoodie,Clothing,76,South Carolina,M,Cyan,Spring,2.8,0,Standard,0,0,48,Bank Transfer,Quarterly,4,0,Low,Veteran,High,0.5472,Gold,High_Value_Organic,65+,0,1,2,0.6072,Loyal,0.367,Transactional
2806,18,Female,Sunglasses,Accessories,97,Nevada,S,Black,Fall,4.3,0,Standard,0,0,48,Cash,Quarterly,4,0,High,Veteran,High,0.5997,Gold,High_Value_Organic,18-24,0,1,0,0.6072,Loyal,0.6426,Loyal
2807,45,Female,Blouse,Clothing,39,South Carolina,L,Purple,Spring,2.7,0,Standard,0,0,50,Credit Card,Annually,1,0,Low,Veteran,Low,0.4475,Silver,Low_Value_Organic,45-54,0,0,2,0.6,Loyal,0.2374,Transactional
2808,56,Female,Hoodie,Clothing,100,Maryland,M,Charcoal,Spring,4.4,0,2-Day Shipping,0,0,10,Debit Card,Fortnightly,26,0,High,Growing,High,0.4695,Gold,High_Value_Organic,55-64,1,1,0,0.4695,Developing,0.666,Loyal
2809,49,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,0,Free Shipping,0,0,45,PayPal,Quarterly,4,0,Medium,Veteran,Medium,0.4877,Gold,High_Value_Organic,45-54,0,1,1,0.5827,Loyal,0.4773,Developing
2810,66,Female,Shorts,Clothing,98,Arkansas,XL,Teal,Summer,3.0,0,Standard,0,0,27,Debit Card,Quarterly,4,0,Medium,Established,High,0.4308,Silver,Low_Value_Organic,65+,0,0,1,0.4358,Developing,0.4638,Developing
2811,27,Female,Jeans,Clothing,31,Arizona,M,Purple,Summer,4.0,0,Standard,0,0,10,Debit Card,Fortnightly,26,0,High,Growing,Low,0.297,Silver,Low_Value_Organic,25-34,0,0,0,0.4695,Developing,0.3944,Developing
2812,69,Female,Jacket,Outerwear,89,Ohio,M,Blue,Fall,3.7,0,Store Pickup,0,0,19,Credit Card,Quarterly,4,0,Medium,Growing,High,0.343,Silver,Low_Value_Organic,65+,0,0,1,0.3705,Developing,0.5336,Loyal
2813,66,Female,Hoodie,Clothing,91,North Dakota,XL,Magenta,Fall,3.8,0,Store Pickup,0,0,1,Credit Card,Quarterly,4,0,Medium,New,High,0.201,Bronze,Low_Value_Organic,65+,0,0,1,0.2235,Transactional,0.5539,Loyal
2814,45,Female,Shirt,Clothing,50,Vermont,S,Maroon,Summer,3.3,0,2-Day Shipping,0,0,39,Debit Card,Quarterly,4,0,Medium,Established,Medium,0.4087,Silver,Low_Value_Organic,45-54,1,0,1,0.5337,Loyal,0.3558,Transactional
2815,31,Female,T-shirt,Clothing,32,Minnesota,L,Gold,Winter,3.6,0,Standard,0,0,14,Bank Transfer,Monthly,12,0,Medium,Growing,Low,0.2224,Bronze,Low_Value_Organic,25-34,0,0,1,0.3924,Developing,0.3415,Transactional
2816,33,Female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,0,Free Shipping,0,0,40,Venmo,Quarterly,4,0,Medium,Veteran,Medium,0.4594,Gold,High_Value_Organic,25-34,0,1,1,0.5419,Loyal,0.4929,Developing
2817,43,Female,Skirt,Clothing,28,Maryland,M,Black,Spring,3.5,0,Free Shipping,0,0,45,Venmo,Weekly,52,0,Medium,Veteran,Low,0.7792,Platinum,High_Value_Organic,35-44,0,1,1,0.9592,Loyal,0.315,Transactional
2818,25,Female,Backpack,Accessories,65,South Carolina,XL,Yellow,Winter,3.4,0,Standard,0,0,6,Venmo,Weekly,52,0,Medium,New,Medium,0.5533,Gold,High_Value_Organic,25-34,0,1,1,0.6408,Loyal,0.4166,Developing
2819,46,Female,Shorts,Clothing,73,California,M,Turquoise,Fall,4.7,0,Next Day Air,0,0,12,Debit Card,Annually,1,0,High,Growing,High,0.2223,Bronze,Low_Value_Organic,45-54,1,0,0,0.2898,Transactional,0.6236,Loyal
2820,67,Female,Shirt,Clothing,27,Georgia,L,Lavender,Spring,3.0,0,Free Shipping,0,0,19,Cash,Monthly,12,0,Medium,Growing,Low,0.2507,Silver,Low_Value_Organic,65+,0,0,1,0.4332,Developing,0.2419,Transactional
2821,26,Female,Backpack,Accessories,89,Vermont,L,Yellow,Summer,3.9,0,Free Shipping,0,0,5,Cash,Fortnightly,26,0,Medium,New,High,0.4012,Silver,Low_Value_Organic,25-34,0,0,1,0.4287,Developing,0.5616,Loyal
2822,35,Female,Shoes,Footwear,72,Georgia,L,Olive,Summer,4.5,0,Standard,0,0,37,Venmo,Monthly,12,0,High,Established,Medium,0.5102,Gold,High_Value_Organic,35-44,0,1,0,0.5802,Loyal,0.5925,Loyal
2823,61,Female,Skirt,Clothing,37,New Jersey,S,Brown,Fall,4.1,0,Standard,0,0,33,PayPal,Quarterly,4,0,High,Established,Low,0.3273,Silver,Low_Value_Organic,55-64,0,0,0,0.4848,Developing,0.4271,Developing
2824,26,Female,Dress,Clothing,63,Utah,M,Olive,Summer,4.5,0,Standard,0,0,47,Debit Card,Fortnightly,26,0,High,Veteran,Medium,0.6791,Platinum,High_Value_Organic,25-34,0,1,0,0.7716,Loyal,0.5644,Loyal
2825,39,Female,Hat,Accessories,90,Utah,M,Purple,Fall,4.0,0,Free Shipping,0,0,49,Debit Card,Quarterly,4,0,High,Veteran,High,0.5904,Gold,High_Value_Organic,35-44,0,1,0,0.6154,Loyal,0.5788,Loyal
2826,69,Female,Handbag,Accessories,62,North Carolina,M,Yellow,Winter,4.3,0,2-Day Shipping,0,0,28,Bank Transfer,Annually,1,0,High,Established,Medium,0.3254,Silver,Low_Value_Organic,65+,1,0,0,0.4204,Developing,0.5332,Loyal
2827,32,Female,Handbag,Accessories,43,Florida,L,Brown,Fall,3.6,0,Express,0,0,23,Venmo,Annually,1,0,Medium,Growing,Low,0.2371,Bronze,Low_Value_Organic,25-34,1,0,1,0.3796,Developing,0.3759,Transactional
2828,20,Female,Blouse,Clothing,96,Wisconsin,M,Magenta,Fall,3.1,0,Next Day Air,0,0,11,Bank Transfer,Fortnightly,26,0,Medium,Growing,High,0.4677,Gold,High_Value_Organic,18-24,1,1,1,0.4777,Developing,0.4715,Developing
2829,25,Female,Scarf,Accessories,83,Tennessee,L,Lavender,Fall,2.6,0,Standard,0,0,33,PayPal,Quarterly,4,0,Low,Established,High,0.4423,Silver,Low_Value_Organic,25-34,0,0,2,0.4848,Developing,0.3609,Transactional
2830,56,Female,Jewelry,Accessories,67,Arizona,XL,Teal,Fall,3.4,0,Next Day Air,0,0,47,Cash,Weekly,52,0,Medium,Veteran,Medium,0.893,Platinum,High_Value_Organic,55-64,1,1,1,0.9755,Loyal,0.4229,Developing
2831,63,Female,Skirt,Clothing,90,Oregon,L,Cyan,Spring,2.9,0,Store Pickup,0,0,13,Venmo,Quarterly,4,0,Low,Growing,High,0.2965,Silver,Low_Value_Organic,55-64,0,0,2,0.3215,Transactional,0.4248,Developing
2832,34,Female,Hoodie,Clothing,53,Virginia,L,Pink,Winter,5.0,0,Express,0,0,4,Credit Card,Weekly,52,0,High,New,Medium,0.507,Gold,High_Value_Organic,25-34,1,1,0,0.6245,Loyal,0.6031,Loyal
2833,29,Female,Scarf,Accessories,37,Maryland,M,Magenta,Summer,4.6,0,Standard,0,0,40,PayPal,Quarterly,4,0,High,Veteran,Low,0.3844,Silver,Low_Value_Organic,25-34,0,0,0,0.5419,Loyal,0.4971,Developing
2834,43,Female,Jeans,Clothing,56,Arkansas,M,Teal,Fall,3.3,0,Free Shipping,0,0,19,Cash,Monthly,12,0,Medium,Growing,Medium,0.3232,Silver,Low_Value_Organic,35-44,0,0,1,0.4332,Developing,0.3745,Transactional
2835,39,Female,Jacket,Outerwear,43,Texas,M,Indigo,Fall,2.9,0,2-Day Shipping,0,0,17,Credit Card,Weekly,52,0,Low,Growing,Low,0.5881,Gold,High_Value_Organic,35-44,1,1,2,0.7306,Loyal,0.2779,Transactional
2836,33,Female,T-shirt,Clothing,84,Vermont,S,Pink,Winter,4.9,0,Free Shipping,0,0,7,Venmo,Annually,1,0,High,New,High,0.209,Bronze,Low_Value_Organic,25-34,0,0,0,0.249,Transactional,0.686,Loyal
2837,51,Female,Pants,Clothing,50,Wyoming,M,Charcoal,Winter,5.0,0,2-Day Shipping,0,0,21,Cash,Fortnightly,26,0,High,Growing,Medium,0.4343,Silver,Low_Value_Organic,45-54,1,0,0,0.5593,Loyal,0.5938,Loyal
2838,65,Female,Shoes,Footwear,88,Alabama,M,Brown,Summer,4.5,0,Express,0,0,44,PayPal,Weekly,52,0,High,Veteran,High,0.921,Platinum,High_Value_Organic,65+,1,1,0,0.951,Loyal,0.6425,Loyal
2839,51,Female,Jacket,Outerwear,50,Maine,M,Blue,Fall,3.7,0,Free Shipping,0,0,2,Bank Transfer,Weekly,52,0,Medium,New,Medium,0.4832,Gold,High_Value_Organic,45-54,0,1,1,0.6082,Loyal,0.4118,Developing
2840,70,Female,Scarf,Accessories,80,South Dakota,L,Teal,Summer,2.8,0,Store Pickup,0,0,30,Bank Transfer,Monthly,12,0,Low,Established,High,0.473,Gold,High_Value_Organic,65+,0,1,2,0.523,Developing,0.3795,Transactional
2841,40,Female,T-shirt,Clothing,47,West Virginia,L,Pink,Spring,3.5,0,Store Pickup,0,0,41,Cash,Annually,1,0,Medium,Veteran,Medium,0.394,Silver,Low_Value_Organic,35-44,0,0,1,0.5265,Loyal,0.3744,Transactional
2842,19,Female,Dress,Clothing,33,Ohio,XL,Magenta,Winter,3.0,0,2-Day Shipping,0,0,31,Cash,Weekly,52,0,Medium,Established,Low,0.6774,Platinum,High_Value_Organic,18-24,1,1,1,0.8449,Loyal,0.2606,Transactional
2843,28,Female,Coat,Outerwear,100,Arizona,L,Green,Fall,4.3,0,Standard,0,0,48,Debit Card,Quarterly,4,0,High,Veteran,High,0.6072,Gold,High_Value_Organic,25-34,0,1,0,0.6072,Loyal,0.652,Loyal
2844,51,Female,Sweater,Clothing,26,Ohio,M,White,Summer,3.6,0,Store Pickup,0,0,41,Venmo,Weekly,52,0,Medium,Veteran,Low,0.7415,Platinum,High_Value_Organic,45-54,0,1,1,0.9265,Loyal,0.3228,Transactional
2845,32,Female,Hat,Accessories,79,New Mexico,M,Indigo,Summer,4.4,0,Standard,0,0,42,Venmo,Annually,1,0,High,Veteran,High,0.4822,Gold,High_Value_Organic,25-34,0,1,0,0.5347,Loyal,0.6004,Loyal
2846,26,Female,Backpack,Accessories,77,South Dakota,L,Lavender,Summer,4.1,0,Express,0,0,39,Debit Card,Quarterly,4,0,High,Established,High,0.4762,Gold,High_Value_Organic,25-34,1,1,0,0.5337,Loyal,0.5521,Loyal
2847,50,Female,Socks,Clothing,36,Oklahoma,XL,Black,Fall,2.8,0,Next Day Air,0,0,15,PayPal,Fortnightly,26,0,Low,Growing,Low,0.3504,Silver,Low_Value_Organic,45-54,1,0,2,0.5104,Developing,0.242,Transactional
2848,68,Female,Jewelry,Accessories,21,Connecticut,L,Charcoal,Winter,2.8,0,Free Shipping,0,0,3,PayPal,Quarterly,4,0,Low,New,Low,0.0424,Bronze,Low_Value_Organic,65+,0,0,2,0.2399,Transactional,0.1951,Transactional
2849,33,Female,Boots,Footwear,72,Wisconsin,L,Gray,Fall,4.9,0,Store Pickup,0,0,28,Bank Transfer,Quarterly,4,0,High,Established,Medium,0.3739,Silver,Low_Value_Organic,25-34,0,0,0,0.4439,Developing,0.6485,Loyal
2850,56,Female,Coat,Outerwear,25,New Hampshire,M,Gold,Spring,4.1,0,Express,0,0,27,PayPal,Fortnightly,26,0,High,Established,Low,0.4208,Silver,Low_Value_Organic,55-64,1,0,0,0.6083,Loyal,0.3896,Developing
2851,57,Female,Sweater,Clothing,79,Nebraska,M,Silver,Spring,3.0,0,Store Pickup,0,0,36,Debit Card,Annually,1,0,Medium,Established,High,0.4332,Silver,Low_Value_Organic,55-64,0,0,1,0.4857,Developing,0.4044,Developing
2852,58,Female,Blouse,Clothing,73,Nevada,L,Teal,Summer,3.0,0,Store Pickup,0,0,42,Debit Card,Monthly,12,0,Medium,Veteran,High,0.5535,Gold,High_Value_Organic,55-64,0,1,1,0.621,Loyal,0.3856,Transactional
2853,40,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3.0,0,Store Pickup,0,0,30,Venmo,Weekly,52,0,Medium,Established,Medium,0.7642,Platinum,High_Value_Organic,35-44,0,1,1,0.8367,Loyal,0.3794,Transactional
2854,37,Female,Hat,Accessories,48,Pennsylvania,M,Magenta,Winter,3.2,0,Next Day Air,0,0,9,PayPal,Weekly,52,0,Medium,New,Medium,0.5353,Gold,High_Value_Organic,35-44,1,1,1,0.6653,Loyal,0.3355,Transactional
2855,36,Female,Sandals,Footwear,28,Delaware,M,Beige,Fall,2.7,0,Store Pickup,0,0,25,Venmo,Monthly,12,0,Low,Established,Low,0.3022,Silver,Low_Value_Organic,35-44,0,0,2,0.4822,Developing,0.203,Transactional
2856,29,Female,Boots,Footwear,95,Mississippi,S,Maroon,Winter,3.8,0,2-Day Shipping,0,0,33,PayPal,Quarterly,4,0,Medium,Established,High,0.4723,Gold,High_Value_Organic,25-34,1,1,1,0.4848,Developing,0.5664,Loyal
2857,65,Female,Jacket,Outerwear,48,Iowa,M,Indigo,Winter,3.5,0,2-Day Shipping,0,0,31,Credit Card,Monthly,12,0,Medium,Established,Medium,0.4012,Silver,Low_Value_Organic,65+,1,0,1,0.5312,Loyal,0.3775,Transactional
2858,44,Female,Dress,Clothing,93,Utah,S,Maroon,Spring,3.8,0,Next Day Air,0,0,35,Debit Card,Monthly,12,0,Medium,Established,High,0.5463,Gold,High_Value_Organic,35-44,1,1,1,0.5638,Loyal,0.5601,Loyal
2859,34,Female,Jeans,Clothing,87,Maryland,L,Teal,Summer,3.8,0,2-Day Shipping,0,0,46,Bank Transfer,Monthly,12,0,Medium,Veteran,High,0.6211,Gold,High_Value_Organic,25-34,1,1,1,0.6536,Loyal,0.5414,Loyal
2860,31,Female,Shorts,Clothing,32,Utah,L,Yellow,Fall,3.4,0,Express,0,0,29,Bank Transfer,Annually,1,0,Medium,Established,Low,0.2586,Silver,Low_Value_Organic,25-34,1,0,1,0.4286,Developing,0.3135,Transactional
2861,28,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,0,Next Day Air,0,0,49,Bank Transfer,Weekly,52,0,Low,Veteran,Low,0.8368,Platinum,High_Value_Organic,25-34,1,1,2,0.9918,Loyal,0.2622,Transactional
2862,66,Female,Coat,Outerwear,54,Maryland,M,Teal,Fall,3.4,0,Free Shipping,0,0,27,Credit Card,Monthly,12,0,Medium,Established,Medium,0.3835,Silver,Low_Value_Organic,65+,0,0,1,0.4985,Developing,0.3823,Transactional
2863,68,Female,Coat,Outerwear,75,Hawaii,S,Violet,Summer,4.7,0,Store Pickup,0,0,5,Bank Transfer,Quarterly,4,0,High,New,High,0.1937,Bronze,Low_Value_Organic,65+,0,0,0,0.2562,Transactional,0.6299,Loyal
2864,37,Female,T-shirt,Clothing,56,Connecticut,M,Yellow,Fall,3.9,0,2-Day Shipping,0,0,18,Venmo,Monthly,12,0,Medium,Growing,Medium,0.3151,Silver,Low_Value_Organic,35-44,1,0,1,0.4251,Developing,0.4585,Developing
2865,58,Female,Sweater,Clothing,43,Illinois,S,Maroon,Fall,3.6,0,Store Pickup,0,0,31,Venmo,Weekly,52,0,Medium,Established,Low,0.7024,Platinum,High_Value_Organic,55-64,0,1,1,0.8449,Loyal,0.3759,Transactional
2866,28,Female,Skirt,Clothing,97,California,M,Silver,Fall,3.7,0,Free Shipping,0,0,27,Cash,Fortnightly,26,0,Medium,Established,High,0.6008,Gold,High_Value_Organic,25-34,0,1,1,0.6083,Loyal,0.5586,Loyal
2867,54,Female,Blouse,Clothing,75,Connecticut,S,Violet,Summer,3.1,0,Free Shipping,0,0,19,Cash,Annually,1,0,Medium,Growing,High,0.2844,Silver,Low_Value_Organic,45-54,0,0,1,0.3469,Developing,0.4059,Developing
2868,21,Female,Sneakers,Footwear,55,Colorado,L,White,Summer,4.9,0,Next Day Air,0,0,33,Cash,Fortnightly,26,0,High,Established,Medium,0.5448,Gold,High_Value_Organic,18-24,1,1,0,0.6573,Loyal,0.5954,Loyal
2869,45,Female,Backpack,Accessories,49,Colorado,M,Black,Winter,2.6,0,Next Day Air,0,0,42,PayPal,Quarterly,4,0,Low,Veteran,Medium,0.4307,Silver,Low_Value_Organic,45-54,1,0,2,0.5582,Loyal,0.2546,Transactional
2870,57,Female,Socks,Clothing,58,Georgia,M,White,Summer,4.2,0,Standard,0,0,16,Bank Transfer,Weekly,52,0,High,Growing,Medium,0.6174,Gold,High_Value_Organic,55-64,0,1,0,0.7224,Loyal,0.5068,Developing
2871,47,Female,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,4.8,0,Free Shipping,0,0,49,Debit Card,Quarterly,4,0,High,Veteran,Low,0.4504,Gold,High_Value_Organic,45-54,0,1,0,0.6154,Loyal,0.5157,Developing
2872,46,Female,Shorts,Clothing,43,Idaho,S,Black,Summer,2.7,0,2-Day Shipping,0,0,40,Venmo,Fortnightly,26,0,Low,Veteran,Low,0.5719,Gold,High_Value_Organic,45-54,1,1,2,0.7144,Loyal,0.2499,Transactional
2873,63,Female,Jewelry,Accessories,48,Connecticut,L,Olive,Fall,2.6,0,Next Day Air,0,0,5,Cash,Annually,1,0,Low,New,Medium,0.1027,Bronze,Low_Value_Organic,55-64,1,0,2,0.2327,Transactional,0.2515,Transactional
2874,44,Female,Sweater,Clothing,40,Montana,M,Teal,Spring,2.6,0,Free Shipping,0,0,8,Bank Transfer,Monthly,12,0,Low,New,Low,0.1934,Bronze,Low_Value_Organic,35-44,0,0,2,0.3434,Transactional,0.2265,Transactional
2875,36,Female,Shirt,Clothing,29,Colorado,L,Silver,Summer,3.1,0,Standard,0,0,2,Debit Card,Annually,1,0,Medium,New,Low,0.0307,Bronze,Low_Value_Organic,35-44,0,0,1,0.2082,Transactional,0.2621,Transactional
2876,24,Female,Pants,Clothing,81,Kentucky,M,Pink,Fall,2.6,0,Free Shipping,0,0,14,Debit Card,Weekly,52,0,Low,Growing,High,0.6586,Platinum,High_Value_Organic,18-24,0,1,2,0.7061,Loyal,0.3546,Transactional
2877,65,Female,Hoodie,Clothing,84,New Mexico,M,Charcoal,Spring,3.4,0,2-Day Shipping,0,0,5,Bank Transfer,Fortnightly,26,0,Medium,New,High,0.3887,Silver,Low_Value_Organic,65+,1,0,1,0.4287,Developing,0.476,Developing
2878,32,Female,Socks,Clothing,46,New Jersey,M,Silver,Summer,3.6,0,Standard,0,0,34,Venmo,Monthly,12,0,Medium,Established,Medium,0.4207,Silver,Low_Value_Organic,25-34,0,0,1,0.5557,Loyal,0.3853,Transactional
2879,63,Female,Dress,Clothing,86,California,L,Turquoise,Summer,4.3,0,Next Day Air,0,0,13,Bank Transfer,Annually,1,0,High,Growing,High,0.263,Silver,Low_Value_Organic,55-64,1,0,0,0.298,Transactional,0.6082,Loyal
2880,62,Female,Blouse,Clothing,57,North Dakota,XL,Turquoise,Winter,4.9,0,Free Shipping,0,0,31,Venmo,Annually,1,0,High,Established,Medium,0.3374,Silver,Low_Value_Organic,55-64,0,0,0,0.4449,Developing,0.6016,Loyal
2881,19,Female,Skirt,Clothing,61,Florida,L,Beige,Winter,4.8,0,Store Pickup,0,0,43,PayPal,Quarterly,4,0,High,Veteran,Medium,0.4689,Gold,High_Value_Organic,18-24,0,1,0,0.5664,Loyal,0.6001,Loyal
2882,38,Female,Backpack,Accessories,90,Texas,M,Cyan,Winter,4.2,0,Free Shipping,0,0,6,Bank Transfer,Annually,1,0,High,New,High,0.2158,Bronze,Low_Value_Organic,35-44,0,0,0,0.2408,Transactional,0.6068,Loyal
2883,59,Female,Blouse,Clothing,51,Oklahoma,L,Gold,Winter,2.6,0,Store Pickup,0,0,23,Credit Card,Fortnightly,26,0,Low,Growing,Medium,0.4532,Gold,High_Value_Organic,55-64,0,1,2,0.5757,Loyal,0.2609,Transactional
2884,22,Female,Socks,Clothing,48,Rhode Island,XL,Silver,Spring,3.2,0,Standard,0,0,10,PayPal,Weekly,52,0,Medium,Growing,Medium,0.5435,Gold,High_Value_Organic,18-24,0,1,1,0.6735,Loyal,0.3355,Transactional
2885,55,Female,Boots,Footwear,50,Arkansas,M,Purple,Summer,3.4,0,2-Day Shipping,0,0,47,Credit Card,Quarterly,4,0,Medium,Veteran,Medium,0.474,Gold,High_Value_Organic,55-64,1,1,1,0.599,Loyal,0.3698,Transactional
2886,29,Female,Backpack,Accessories,82,Nevada,M,Yellow,Summer,3.5,0,Next Day Air,0,0,14,Credit Card,Fortnightly,26,0,Medium,Growing,High,0.4572,Gold,High_Value_Organic,25-34,1,1,1,0.5022,Developing,0.4838,Developing
2887,42,Female,Hat,Accessories,33,Utah,L,Blue,Spring,4.2,0,Free Shipping,0,0,29,PayPal,Weekly,52,0,High,Established,Low,0.6611,Platinum,High_Value_Organic,35-44,0,1,0,0.8286,Loyal,0.4286,Developing
2888,23,Female,Sandals,Footwear,28,Kentucky,L,Blue,Winter,2.8,0,Express,0,0,12,Cash,Fortnightly,26,0,Low,Growing,Low,0.3059,Silver,Low_Value_Organic,18-24,1,0,2,0.4859,Developing,0.217,Transactional
